Unnamed: 0,title,text,subject,date,class
115,Republican Senator John McCain leaves Washington before expected tax vote,republican us senator john mccain is expected to miss an upcoming vote on a tax code overhaul after his office he had returned to his home in arizona following medical treatment the senate is expected to vote as early as tuesday on tax legislation but mccain undergoing treatment for brain cancer will be out of washington until january his office on sunday top us republicans on sunday they expected congress to pass the tax bill,politicsNews,"December 18, 2017 ",1
116,Trump says not considering firing U.S. special counsel Mueller,president donald trump when asked on sunday if he was considering firing us special counsel robert mueller reporters no im not democratic lawmakers in recent days have expressed concern that trump might fire mueller who is investigating allegations of russian interference in the 2016 us presidential election and whether trump or anyone on his team colluded with moscow russia denies meddling in the election and trump has denied any collusion,politicsNews,"December 17, 2017 ",1
117,Trump allies say Mueller unlawfully obtained thousands of emails,an organization established for us president donald trumps transition to the white house on saturday the special counsel investigating allegations of russian meddling in the 2016 election had obtained tens of thousands of emails unlawfully kory langhofer counsel to the transition team known as trump for america inc tfa wrote a letter to congressional committees to say special counsel robert muellers team had improperly received the emails from the general services administration gsa a government agency career staff members at the agency unlawfully produced tfas private materials including privileged communications to the special counsels office to the letter a copy of which was seen it the materials included tens of thousands of emails trumps transition team used facilities of the gsa which helps manage the us government bureaucracy in the period between the republicans november presidential election victory and his inauguration in january the trump teams accusation adds to the growing friction between the presidents supporters and muellers office as it investigates whether russia interfered in the election and if trump or anyone on his team colluded with moscow asked for comment white house spokeswoman sarah sanders we continue to cooperate fully with the special counsel and expect this process to wrap up soon the special counsels office waved off the transition teams complaint when we have obtained emails in the course of our ongoing criminal investigation we have secured either the account owners consent or appropriate criminal process peter carr for the special counsels office the gsa did not respond immediately to a request for comment democrats say there is a wideranging effort the presidents allies on capitol hill and in some media outlets to discredit muellers investigation trump himself has loudly declared muellers effort a waste of time there is absolutely no collusion that has been proven trump reporters on friday russia denies interfering in the election on friday representative adam schiff the top democrat on the house of representatives intelligence committee he fears the committees republican majority intends to close its investigation of the topic prematurely some republicans have argued that mueller is biased against trump and should be fired langhofers letter was sent to the us senate committee on homeland security and government affairs and the us house committee on oversight and government reform it asked for congress to act immediately to protect future presidential transitions from having their private records misappropriated government agencies particularly in the context of sensitive investigations intersecting with political motives the letter muellers office obtained the emails despite the fact that it was aware the gsa did not own or control the records it the special counsels office has extensively used the materials in question including portions that are susceptible to claims of privilege without notifying the trump for america team on the transition team were a number of aides who were later caught up in muellers investigation such as former national security adviser michael flynn flynn pleaded guilty this month to lying to the fbi about his contacts with russia langhofer the trump transition team lawyer wrote in his letter that the gsas transfer of materials was discovered on dec 12 and 13 the fbi had requested the materials from gsa staff on aug 23 asking for copies of the emails laptops cell phones and other materials associated with nine members of the trump transition team responsible for national security and policy matters the letter the fbi requested the materials of four additional senior members of the trump transition team on aug 30 it langhofer argued that while such transition teams are involved in executive functions they are considered private nonprofit organizations whose records are private and not subject to presidential records laws,politicsNews,"December 16, 2017 ",1
118,Senator-elect Jones not joining calls for Trump resignation,democrat doug jones who scored an upset victory last week in the us senate race in alabama on sunday he did not believe president donald trump needed to resign over sexual misconduct allegations against him i dont think that the president ought to resign at this point jones cnns state of the union program those allegations were made before the election and so people had an opportunity to judge before that election i think we need to move on and not get distracted those issues more than a dozen women have accused trump of making unwanted sexual advances against them before he entered politics accusations of sexual harassment against highprofile men in politics media and the entertainment industry have put a new spotlight on the allegations against trump and several democratic senators have called on him to resign trump and white house officials have denied the allegations the accusations emerged during the 2016 presidential campaign when a videotape surfaced of a 2005 conversation caught on an open microphone in which trump spoke in vulgar terms about trying to have sex with women trump apologized for the remarks but called them private lockerroom talk and he had not done the things he talked about jones prevailed in the senate race against republican roy moore who himself had been accused of sexual misconduct jones victory in the deeply conservative state of alabama was a political blow to trump who had endorsed moore,politicsNews,"December 17, 2017 ",1
119,Trump administration bans selected words at health agencies: paper,the trump administration has agencies within the department of health and human services to avoid using certain words or phrases in official documents being drafted for next years budget the washington post on saturday the newspaper one of the agencies the us centers for disease control and prevention was given a list of seven prohibited words or phrases vulnerable entitlement diversity transgender fetus evidencebased and sciencebased officials at a second agency were also to use obamacare instead of the affordable care act to describe president barack obamas 2010 healthcare law and to use exchanges instead of marketplaces in reference to venues where people can buy federally subsidized health insurance the post the hhs pushed back on the report the assertion that hhs has banned words is a complete mischaracterization of discussions regarding the budget formulation process matt lloyd in a statement hhs will continue to use the best scientific evidence available to improve the health of all americans hhs also strongly encourages the use of outcome and evidence data in program evaluations and budget decisions he the newspaper state department documents also now refer to sex education as sexual risk avoidance a briefing at the second hhs agency relied on a document from the white house office of management and budget which oversees president donald trumps annual budget proposal to congress to the post the post no explanations were given for the language changes,politicsNews,"December 17, 2017 ",1
120,Congressman will not seek relection amid misconduct probe,us representative ruben kihuen announced on saturday that he will not seek reelection becoming the latest member of congress to end his legislative career in the face of sexual harassment allegations the firstterm nevada democrat who is the subject of an ethics investigation in the house of representatives denied the allegations against him but concluded that the charges would distract from a fair and thorough discussion of the issues on the campaign trail it is in the best interests of my family and my constituents to complete my term in congress and not seek reelection kihuen 37 in a statement issued his campaign committee the news website buzzfeed has allegations that kihuen sexually harassed a staff member of his 2016 political campaign this week there were also multiple reports of an anonymous lobbyists description of his unwanted advances has not independently confirmed the reports kihuen is the latest in a growing roster of male lawmakers in congress who have been accused of sexual misconduct amid a wave of such allegations against powerful men in entertainment politics and the media lawmakers are working on legislation to update the bodys rules on sexual harassment on friday democratic representative bobby scott of virginia was accused of touching a former aide without permission and offering to advance her career in exchange for sex the aide also she was wrongfully dismissed from her job scott denied the charges republican representative blake farenthold also this week that he would not seek reelection after accounts surfaced that he created a hostile work environment he denied allegations of sexual harassment but admitted allowing an unprofessional culture in his capitol hill office last week democratic representative john conyers and republican representative trent franks resigned while democratic senator al franken he would step down in the coming weeks,politicsNews,"December 16, 2017 ",1
121,Trump to say in security speech that China is competitor: officials,president donald trump will lay out a new us national security strategy on monday based on his america first policy and will among other items make clear that china is a competitor two senior us officials on saturday trump has praised chinese president xi jinping while also demanding that beijing increase pressure on north korea over its nuclear program and to change trade practices to make them more favorable to the united states the national security strategy to be rolled out in a speech trump should not be seen as an attempt to contain china but rather to offer a cleareyed look at the challenges china poses the officials who spoke on condition of anonymity the strategy which was still being drafted may also reverse democratic president barack obamas declaration in september 2016 that climate change is a threat to security one official trump a republican is to lay out his foreign policy priorities and will emphasize his commitment to america first policies such as building up the us military confronting islamist militants and realigning trade relationships to make the united states more competitive the officials,politicsNews,"December 18, 2017 ",1
122,Factbox: Trump on Twitter (December 15) - Quantico,the following statements were posted to the verified accounts of us president donald trump and the opinions expressed are his own has not edited the statements or confirmed their accuracy to each member of the graduating class from the national academy at quantico congratulations 1235 est you are always there for us the men and women in blue thank you to our police thank you to our sheriffs and thank you to our law enforcement families god bless you all and god bless america lesm 1428 est today it was my tremendous honor to visit marine helicopter squadron one hmx1 at the marine corps air facility in quantico virginia i am honored to serve as your commanderinchief on behalf of an entire nation thank you for your sacrifice and service we love you 1658 est dow sp 500 and nasdaq close at record highs maga 1900 est source link bitly2jbh4lu bitly2jpexyr,politicsNews,"December 15, 2017 ",1
123,Republican tax bill retains U.S. electric vehicle tax credit,a compromise republican tax bill released late friday does not eliminate a 7500 electric vehicle tax credit as republicans in the us house of representatives had previously proposed the measure follows the lead of the senate version approved last month that did not eliminate the credit killing the credit could have hurt automakers like general motors co gmn volkswagen ag vowg_pde tesla inc tslao and nissan motor co 7201t consumers under current law are eligible for a 7500 tax credit to defray the cost of plugin electric vehicles the electric vehicle tax credit starts to phase out after a manufacturer sells 200000 plugin vehicles after an automaker hits that point the 7500 tax credit is still available for at least three more months before phasing out consumers are currently allowed to take the credit on vehicles until the manufacturer hits 200000 plugin vehicles sold electric vehicles have expensive batteries that make them pricier than gasolinepowered vehicles the electric drive transportation association in a statement late friday it was pleased the credit would remain in law the credit supports innovation and job creation while helping drivers access advanced vehicle technology the group more than 50 automakers and other companies and groups released a letter earlier this week urging congress to retain the credit including ford motor co fn bmw ag bmwgde gm uber technologies inc former president barack obama repeatedly proposed hiking the tax credit for electric vehicles to 10000 and converting it to a pointofsale rebate but congress did not approve the measure automakers face mandates from california and a dozen other states to produce a rising number of zeroemission vehicles and have the credits are essential to meeting requirements,politicsNews,"December 16, 2017 ",1
124,Attorney General Sessions has lukewarm praise for FBI after Trump attack,us attorney general jeff sessions who oversees the federal bureau of investigation on friday offered a tepid endorsement of the nations leading law enforcement agency which has been under attack president donald trump and other republicans trump earlier this month that the fbis reputation was in tatters after news came to light that an fbi agent on a team investigating links between russia and trumps election campaign had exchanged antitrump text messages with an fbi lawyer sessions on friday defended the bureau which is part of the department of justice that he leads but it was not an enthusiastic endorsement i dont share the view that the fbi is not functioning at a high level all over the country he a news conference sessions comments came at a time when former fbi director robert mueller is leading an investigation into russian interference in the 2016 presidential election a sampling of texts between agent peter strzok and fbi lawyer lisa page was released to congress and the media earlier this week the two referred to trump as an idiot but also took aim at other politicians including democrat hillary clinton who lost to trump in the 2016 election and independent bernie sanders who had sought the democratic nomination for president strzok was transferred off muellers team but the texts provided fresh fodder for some republicans who have fiercely criticized mueller in a move that democrats say is an effort to discredit his russia investigation russia has denied meddling in the 2016 election and trump has repeatedly his campaign did not collude with russia sessions is the latest senior official to defend the fbi his comments were much milder than those of fbi director christopher wray and deputy attorney general rod rosenstein in recent testimony to congress sessions trump does support the fbi and noted that trump spoke earlier on friday to a class of domestic and international law enforcement managers graduating from an fbi training program in quantico virginia however the audience did not consist of fbi agents and trumps speech was to local and state police officers sessions also ducked a question about whether he will appoint a second special counsel to investigate some of the bias allegations against muellers team as some republicans have demanded,politicsNews,"December 15, 2017 ",1
125,Senate Democrats to force vote on FCC net neutrality repeal,the top us senate democrat on friday he would force a vote on the federal communications commissions decision to repeal landmark net neutrality rules but the move was unlikely to block a ruling that could reshape the digital landscape the fcc voted thursday along party lines to reverse the obama era rules barring internet service providers from blocking or throttling internet traffic or offering paid fast lanes a group of state attorneys general vowed to sue on friday senator charles schumer of new york he would force a vote on the fcc action under the congressional review act republicans scuttled internet privacy rules adopted under the obama administration using the same procedural vehicle there will be a vote to repeal the rule that the fcc passed its in our power to do that schumer in new york sometimes we dont like them when they used it to repeal some of the pro environmental regulations but now we can use the cra to our benefit and we intend to senate majority leader mitch mcconnell opposes schumers effort and backed the fcc repeal a for the republican friday a reversal of thursdays fcc vote would need the approval of the senate us house and president donald trump trump also backed the fcc action the white house thursday this weeks fcc order grants internet providers sweeping new powers to block throttle or discriminate among internet content but requires public disclosure of those practices internet providers have vowed not to change how consumers get online content the fcc rules also seek to bar states from imposing their own net neutrality requirements the fcc the rules would take effect once the white house office of management and budget approved the new transparency rules which could take several months democrats say net neutrality is essential to protect consumers while republicans say the rules hindered investment providers and were not needed moodys investors service in a note friday the fcc vote was credit positive for internet service providers that could have faced rate regulation under the 2015 rules that would have treated them like public utilities moodys providers will tread lightly when it comes to engaging in paid prioritization and throttling as there could be significant negative public reaction to these acts moodys at least in the near term the cost of negative publicity on their existing businesses far outweighs the benefit of additional revenue streams these companies can generate from paid prioritization agreements,politicsNews,"December 15, 2017 ",1
126,"U.S. lawmaker probed on sex reports, second congressman denies charges",the us house of representatives ethics committee on friday it had begun an investigation into public reports that democrat ruben kihuen engaged in sexual harassment and a second lawmaker denied a former aides allegations of sexual misconduct the ethics panel that announcing the probe was not a sign the committee already had determined the nevada representative violated any rules as ive previously i intend to fully cooperate and i welcome an opportunity to clear my name kihuen in a statement provided to the news website buzzfeed has that kihuen currently finishing his first year in congress harassed a staff member on his 2016 political campaign and on thursday there were multiple reports of an anonymous lobbyists description of his unwanted advances has not independently confirmed the reports lawmakers from both us political parties have recently been ensnared in allegations of sexual misconduct prompting the committee to launch a probe this month of all house members and their staffs on friday a second democratic congressman bobby scott of virginia was accused former legislative aide macherie reese everton of touching her leg and back without permission in 2013 and offering to advance her career in exchange for sex and she was wrongfully dismissed from her job scott who has served 25 years in congress rejected evertons charges and he had never sexually harassed anyone i absolutely deny this allegation of misconduct he in a statement i am confident that this false allegation will be seen for what it is when the facts are adequately reviewed has not independently verified the claims this week republican representative blake farenthold he would not seek reelection after accounts surfaced that he created a hostile work environment in a post farenthold denied allegations of sexual harassment former staff members but admitted he allowed an unprofessional culture to flourish in his capitol hill office members of congress are working on legislation to update the bodys rules on sexual harassment representative carolyn maloney she will introduce a bill on friday that says companies cannot block sexual harassment victims from publicly disclosing the details of their allegations which often are included in settlement agreements allegations of misconduct in recent weeks have also been made against moviemakers television interviewers and other men in the private sector,politicsNews,"December 15, 2017 ",1
127,Republicans join push to lift secrecy around misconduct in Congress,prominent republican senators on thursday embraced a push to overhaul rules for addressing sexual harassment in the us congress signing on to a bill that would protect victims and require lawmakers to pay for their own settlements the legislation builds on demands to lift the veil of secrecy around sexual harassment and misconduct on capitol hill and has gained steam in recent months as a wave of women have come forward with accusations against prominent american men in politics media and entertainment the bipartisan push signaled momentum in the republicanled us congress for overhauling a process for handling misconduct allegations that many lawmakers say is antiquated and stacked against victims the senate bill called the congressional harassment reform act draws from proposals that senator kirsten gillibrand and representative jackie speier both democrats have been developing congress is really behind the eightball i think that in many respects the private sector has acted more swiftly than we have in terms of addressing sexual harassment speier in an interview highprofile republican senators cosponsoring the bill include john cornyn the senates no 2 republican ted cruz joni ernst and lisa murkowski the legislation would require any member of congress found liable for harassment to pay settlements themselves rather than with taxpayer funds as the current process allows congress is not above the laws and secret settlements with taxpayer money to cover up harassment should no longer be tolerated cruz in a statement settlements would be made public automatically unless victims choose to keep them private outrage over sexual misconduct in politics helped to fuel an upset victory democrat doug jones in the us senate race in deeply conservative alabama on tuesday voters rejected the republican candidate in the race roy moore who had been accused multiple women of pursuing them when they were teenagers and he was in his 30s including one woman who he tried to initiate sexual contact with her when she was 14 moore denied the allegations but many prominent republicans distanced themselves from moore although president donald trump backed him in washington allegations of sexual misconduct prompted the resignations last week of three lawmakers democratic senator al franken democratic representative john conyers and republican representative trent franks on tuesday republican representative blake farenthold he would not seek reelection in november politico that the congressional office of compliance had paid 84000 from a public fund on behalf of farenthold to settle a sexual harassment claim in 2015 has been unable to verify the allegations against farenthold who has that the charges were false and has denied wrongdoing the 1995 law governing the process for complaints in congress created in the wake of a harassment scandal has been criticized as ineffective the lengthy and cumbersome process requires victims to go through mandatory mediation and requires complete secrecy it created a protective blanket around the harasser and left the victim out in the cold speier speier who has worked on the issue since 2014 came forward in october with her own story of unwanted sexual contact from the chief of staff for the lawmaker she worked for as a congressional aide he kissed me and stuck his tongue in my mouth speier who has become a resource from women seeking advice on how to handle similar situations when it happened to me it disgusted me i kind of recoiled speiers proposals for reforms have attracted support from more than 100 members including 19 republicans a group of conservative republicans have championed a separate bill focused on banning the use of taxpayer dollars for settlements and requiring past settlements to be disclosed and reimbursed what we do agree is that taxpayers should not be on the hook for misbehavior and for those settlements that are made marsha blackburn a republican representative who has advocated for the proposal we need to use that to make certain that workplaces are respectful blackburn in an interview a house committee is reviewing reforms with an eye to making recommendations in coming weeks i think that what we are doing is taking the best of all the ideas out there and putting them into one package a senior house republican aide,politicsNews,"December 14, 2017 ",1
128,"Trump officials brief Hill staff on Saudi reactors, enrichment a worry",the trump administration briefed congressional staff this week on how the white house was considering nonproliferation standards in a potential pact to sell nuclear reactor technology to saudi arabia but did not indicate whether allowing uranium enrichment would be part of any deal congressional aides nonproliferation advocates worry that allowing saudi arabia to enrich fuel in a nuclear power deal could also enable it to one day covertly produce fissile material and set off an arms race with archrival iran that could spread more broadly throughout the middle east senate foreign relations committee staff members were briefed state department and department of energy officials in a meeting on wednesday the aides they learned the administration is working to develop a position on nonproliferation standards should they begin talks with saudi arabia on a civilian nuclear cooperation pact known as a 123 agreement a committee aide the administration is still mulling whether any agreement would allow uranium enrichment the aide the race to build saudi arabias first nuclear power reactors is heating up among us south korean chinese and russian companies us energy secretary rick perry visited saudi arabia last week telling then that new talks between the two allies on a 123 agreement would start soon an agreement would allow us companies to participate in saudi arabias civilian nuclear program riyadh has it wants to be selfsufficient in producing nuclear fuel and that it is not interested in diverting nuclear technology to military use in previous talks saudi arabia has refused to sign an agreement with washington that would deprive it of enriching uranium uranium fuel for reactors is enriched to only about 5 percent lower than the 90 percent level for fissile material in nuclear bombs some senators with proliferation concerns worry the administration is moving too quickly on talks about nuclear plants and enrichment with saudi without consulting congress as required a 2008 law the president is required to keep the committees in the house and senate that deal with foreign relations fully and currently informed on any initiative and talks relating to new or amended 123 agreements were frustrated the lack of briefings and having to yet again learn about potential foreign policy developments from the press a congressional aide a day before the senate briefing a report bloomberg citing sources that the administration may allow uranium enrichment as part of an agreement the congressional aide there are concerns that plans for an agreement are only being conducted a small number of people controlled the white house it also appears that this is policy being driven out of the white house which makes congressional oversight that much harder the aide if lawmakers oppose a civilian nuclear deal signed the president they can try to fight it with legislation or other measures the trump administration and the previous obama administration have pushed for selling nuclear power technology abroad partly to keep the country competitive with russia and china in nuclear innovation a state department official the united states and saudi arabia have been in talks since 2012 regarding a 123 agreement but declined to comment on the discussions energy department officials did not immediately comment on the briefing toshibaowned westinghouse is in talks with other us based companies to form a consortium for a bid in a multibilliondollar tender for two nuclear reactors in saudi arabia winning a bid would be a big step for westinghouse it went into chapter 11 bankruptcy this year and abandoned plans to build two advanced ap1000 reactors in the united states,politicsNews,"December 15, 2017 ",1
129,U.S. judge to lift house arrest for former Trump campaign manager Manafort,a us district court judge on friday she would release former trump campaign manager paul manafort from house arrest once he meets certain conditions expressing satisfaction that the 10 million he agreed to forfeit would be available if he ever failed to appear for court proceedings in her order judge amy berman jackson to be released from home confinement manafort must execute documents agreeing to forfeit four properties including two in new york one in alexandria virginia and his florida home he will be subject to restrictions including a curfew and electronic gps monitoring but will be allowed to leave his home in alexandria for his home in palm beach gardens florida once he meets the conditions manafort is charged with conspiring to launder money and failing to register as a foreign agent working on behalf of the government of ukraines former prorussia president viktor yanukovych he is being prosecuted special counsel robert mueller as part of muellers investigation into accusations of russian meddling in the 2016 us presidential election and possible collusion between russia and the trump campaign in case the forfeited properties do not raise 10 million the judge manaforts wife kathleen has deposited 5 million in an account and his daughter andrea manafort shand 2 million in a separate account to make up any difference the assets cannot be touched without a court order once in florida manafort must stay within the area unless he is traveling to washington for court appearances or meetings with counsel to the order he needs permission for any other domestic travel and cannot leave the country,politicsNews,"December 15, 2017 ",1
130,Republican Senator Corker says he will support tax bill,us republican senator bob corker a staunch fiscal hawk who has been a critic of emerging tax legislation on friday he will support the sweeping tax overhaul that republicans hope to approve next week i have decided to support the tax reform package we will vote on next week corker who had expressed concerned about the bills impact on the federal deficit in a statement released on the details of the legislation are expected to be released later on friday with votes expected in the senate and house of representatives next tuesday,politicsNews,"December 15, 2017 ",1
131,Rubio signals support for tax bill after child tax credit tweaks,republican senator marco rubio signaled his support for a sweeping tax bill on friday saying changes that had been made at his urging to increase the refundability of a child tax credit marked a solid step toward broader reforms increasing the refundability of the child tax credit from 55 to 70 is a solid step toward broader reforms which are both progrowth and proworker rubio who had threatened to vote against the bill on,politicsNews,"December 15, 2017 ",1
132,U.S. tax negotiators raising refundable portion of child tax credit: congresswoman,us republican representative kristi noem on friday that the refundable portion of an expanded child tax credit in the tax bill under negotiation on capitol has risen to 1400 from 1000 an apparent bid to win support from republican senator marco rubio i believe were in a good spot and should be able to earn his support noem a member of the conference committee that is working on a final tax bill,politicsNews,"December 15, 2017 ",1
133,Republicans have finalized compromise U.S. tax bill -chief House tax writer,the chief tax writer in the us house of representatives on friday that republicans had finalized a tax bill they hope to vote on next week and that details would be released in a few hours house ways and means committee chairman kevin brady reporters the text of the bill would be posted when the house comes into session at 530 pm 2230 gmt on friday,politicsNews,"December 15, 2017 ",1
134,"Republican Senator Rubio will back tax bill: CNBC, citing sources",us republican senator marco rubio will support a compromise tax bill when it comes up for a vote next week in congress cnbc on friday citing unnamed sources the florida lawmaker earlier on friday repeated his concerns that an expansion of child tax credits in the bill was too little to win his support keeping a cloud over prospects for the legislations passage,politicsNews,"December 15, 2017 ",1
135,Exclusive: Senator Cruz wants to cap renewable fuel credits at 10 cents - document,us senator ted cruz wants to place a cap of 10 cents each on renewable fuel credits a fraction of their current value to help us refiners cope with the nations biofuels policy to a document viewed on thursday the proposal marks the latest step in talks being mediated the white house between oil industry backers and rivals in the ethanol industry over the renewable fuels standard refiners claim complying with the law known a the rfs costs hundreds of millions of dollars a year and could put them out of business introduced more than a decade ago to help farmers cut oil imports and reduce emissions the rfs requires refiners to blend increasing amounts of biofuels into the us fuel supply every year or purchase credits called rins from other companies that do the blending instead congress members from corn states this week had asked cruz a texas republican and other lawmakers allied with the refining industry to offer specific proposals that could lower credit costs without injuring the rfs a program defended fiercely midwestern states like iowa and nebraska cruzs proposals call for the us environmental protection agency which administers the rfs to sell fixed price waiver credits at 10 cents each that would satisfy all categories under the renewable fuel standard the senator also proposed forming a working group of administration officials lawmakers and stakeholders to devise a longerterm solution the proposals were circulated to administration officials prices of renewable fuel d6 credits were trading at roughly 70 cents on friday down from 74 cents earlier this week to the lowest level since early october the credits had been trading at 90 cents each at the end of november officials in the offices of cruz and the white house did not immediately respond to requests for comment about the proposal officials for iowa senators chuck grassley and joni ernst declined to comment saying cruzs office had not yet contacted them about the proposals the ethanol industry has in the past that placing caps on the credits was a nonstarter and has instead argued for policies to increase volumes of ethanol in the us gasoline supply they claim this would boost supplies of the credits lowering their prices ted cruz and his backers dont seem to be taking the white house seriously president trump vowed to protect rural america brooke coleman the executive director of advanced biofuels business council in release on friday accompanying a letter signed 85 supporters of the biofuels industry urging the white house to protect the program the rfs was introduced president george w bush it has fostered a market for ethanol amounting to 15 billion gallons a year refiners like philadelphia energy solutions and monroe energy both of pennsylvania along with texas giant valero energy corp lack adequate facilities to blend biofuels into their products valero put its cost of complying with the rfs at around 750 million last year,politicsNews,"December 15, 2017 ",1
136,Trump administration issues new rules on U.S. visa waivers,the trump administration put new requirements in place on friday for the 38 countries participating in the us visa waiver program including that they use us counterterrorism data to screen travelers officials the program allows citizens of mainly european countries to travel to the united states for up to 90 days without a visa citizens from the 38 countries are required to obtain a socalled travel authorization to enter the united states president donald trump has sought to tighten the rules for those seeking to visit or live in the united states in several ways saying restrictions are necessary for security reasons the changes will apply to all countries in the program one change is that they will be required to use us information to screen travelers crossing their borders from third countries many countries in the program already do that one administration official countries whose citizens stay longer than authorized during visits to the united states at a relatively higher rate will be required to conduct public awareness campaigns on the consequences of overstays the officials one existing penalty is that people who overstay a visit may not travel visafree to the united states in the future the threshold for the overstay rate triggering the public information campaign requirement is two percent the officials in the 2016 fiscal year of the vwp countries greece hungary portugal and san marino a wealthy enclave landlocked inside central italy had total overstay rates higher than two percent to a report the department of homeland security the overall overstay rate for vwp countries is 068 percent lower than nonvwp countries excluding canada and mexico which is at 207 percent to the dhs report members of congress have expressed concern about the security risks of overstays a may 2017 report the dhs inspector general found the department lacked a comprehensive system to gather information on departing visitors forcing it to rely on thirdparty data to confirm departures which is sometimes faulty the united states will also start assessing vwp countries on their safeguards against insider threats at their airports especially those with direct flights to the united states officials the goal is to ensure countries make sure that airport employees aviation workers et cetera arent corrupted or are coopted to pose a threat to aircraft especially those that are usbound an official,politicsNews,"December 15, 2017 ",1
137,Trump urges Moore to concede Alabama Senate race,president donald trump called on fellow republican roy moore on friday to concede to democrat doug jones in the alabama us senate race following the partys stinging loss in the southern us state earlier this week moore whose controversial candidacy was beset allegations that he sexually assaulted or pursued teenage girls while in his 30s has so far refused to admit defeat in tuesdays election that saw jones win 15 percentage points with 99 percent of the ballots counted the embattled republican has made two statements since his loss but has not conceded even as trump and others have reached out to congratulate jones a former prosecutor on his win i would certainly say he should trump who endorsed moore in the final stage of the campaign reporters at the white house he tried trump added referring to moores campaign efforts and reiterating his earlier comments that as the partys top leader he would have liked to keep the seat in republican hands jones defeated the former judge in a special election to replace jeff sessions who left the senate to serve as us attorney general under trump state officials have the outcome is unlikely to change even as provisional ballots are counted the democratic win would narrow republicans hold on the senate to 51 out of 100 seats it has also buoyed democrats hopes of a potential comeback for the party in the 2018 midterm elections,politicsNews,"December 15, 2017 ",1
138,Net neutrality repeal gives Democrats fresh way to reach millennials,the us federal communications commission vote on thursday to roll back net neutrality rules could galvanize young voters a move democrats hope will send millennials to the polls in greater numbers and bolster their chances in next years elections democrats are hoping to paint the repeal of the rules the fcc which is now chaired president donald trump appointee ajit pai as evidence republicans are uninterested in young people and consumer concerns at large the american public is angry fcc commissioner jessica rosenworcel a democrat she added that the actions of the republican majority have awoken a sleeping giant attitudes toward net neutrality or rules that prevent internet providers from limiting customers access to certain websites or slowing download speeds for specific content are largely split along party lines in congress the heated debate has turned into the kind of election issue that democrats think will help them studies show young people disproportionately use the internet compared with older americans and polls have shown they feel passionately about fair and open internet access democrats believe the issue may resonate with younger voters who may not be politically active on other issues like taxes or foreign policy us senator brian schatz a hawaii democrat on young people need to take the lead on net neutrality its possible for millennial political leadership to make a real difference here the scrapping of the obama administrations rules is likely to set up a court battle and could redraw the digital landscape with internet service providers possibly revising how americans view online content the providers could use new authority to limit or slow some websites or offer fast lanes for certain content republicans on the fcc have sought to reassure young people that their ability to access the internet will not change after the rules take effect people who favor the move argue that after users realize that little or nothing has changed in their internet access it will not resonate as a political issue jesse ferguson a democratic strategist polls have found young people are favoring democrats in the most recent elections and that the net neutrality issue could be used to gather support in the 2018 midterm congressional elections he while older voters tend to care about medicare polls are finding that younger voters are motivated net neutrality net neutrality is the latest data point for voters that the administration is more interested in doing what big companies want them to do than what people think is in their interest ferguson thats a narrative that is politically toxic for republicans in november 2018 all 435 seats in the us house of representatives will be up for grabs as will 34 seats in the senate democrats hope to gain control of one or both chambers capitalizing on the unpopularity of trump republicans currently control both chambers as well as the white house to regain power democrats will need a strong showing of support among young voters who traditionally have not shown up in large numbers for elections held in years when there is no presidential contest liberal groups are using net neutrality as an issue to criticize republican incumbents representative pramila jayapal a democrat from washington state echoed that sentiment telling on thursday that net neutrality will have huge political legs this is something that everyone across the country understands the importance of the internet the group end citizens united announced last week a 35 million advertising campaign targeting 20 republican house members for their stances on issues that relate to business including net neutrality democrats facing difficult election battles next year are already weighing in strongly in favor of net neutrality rules senator bill nelson likely will face a difficult battle in florida and sent a letter earlier in the week opposing the change in net neutrality rules several democratic candidates are sending campaign fundraising appeals citing net neutrality the changes could also become issues in a number of house races across the country where democrats will need to win more than 25 seats to control the chamber democratic minority leader nancy pelosi also publicly opposed the rule changes a sign that she wanted to be sure to stake a democratic position on the issue,politicsNews,"December 15, 2017 ",1
